Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/21/2019 18:43:49,Dog,Princess Leah ,Leah,8,Miniature schnauzer 
7/21/2019 18:44:10,Dog,Mr Duke of Carol Stream,Boo-Boo,10,Labrador Retriever
7/21/2019 18:44:28,Dog,Bruno Mars ,Bruno ,4,Shih Tzu
7/21/2019 18:44:36,Dog,Reggie,Reg,8,Border Collie
7/21/2019 18:44:48,Dog,Twixie,Gooben,2,Unknown
7/21/2019 18:44:51,Dog,Kody,Kode,10,Golden Retriever
7/21/2019 18:44:57,Dog,Maverick Clinton ,Maverick ,10,Labrador Retriever
7/21/2019 18:45:16,Dog,Sven,Bean,5,German Shepherd
7/21/2019 18:45:21,Dog,Lola,Lola,11,Poodle mix 
7/21/2019 18:45:31,Dog,Sophie,Sophie,2 years,Rottweiler
7/21/2019 18:45:40,Dog,Lily Potter,Lil,2,German Shepherd
7/21/2019 18:45:52,Dog,Dougie McFly,Dougie,11,Cairn Terrier
7/21/2019 18:45:57,Dog,RileyRoo,Riley,2,Mutt
7/21/2019 18:46:04,Dog,Dobby,Boober ,4,Pembroke Welsh Corgi
7/21/2019 18:47:07,Dog,Lando,Lando,5,Bernese Mountain Dog
7/21/2019 18:47:17,Dog,Tucker Paul,Tuck Tuck,6,Pitbull
7/21/2019 18:47:56,Dog,Schnitzel Von Krumm,Ninnel,11,Miniature Dachshund
7/21/2019 18:48:10,Dog,Wrigley,Wriglry pigley,13,Beagle
7/21/2019 18:48:39,Dog,Wally,Wal,4 months,Golden Retriever
7/21/2019 18:48:56,Dog,Snickers,Doodle ,11,Beagle
7/21/2019 18:49:14,Dog,Charlie,Charlie,9,Cockapoo
7/21/2019 18:49:16,Dog,Pepper,Pep,9.5 months,Cocker Spaniel
7/21/2019 18:49:16,Dog,Brownie,Brownie ,13,Beagle
7/21/2019 18:49:35,Dog,Echo,Beck,3,Corgi mix 
7/21/2019 18:49:52,Dog,Banky,Banky,10,Basset Hound
7/21/2019 18:49:56,Dog,Koda,Koda,6,Chihuahua 
7/21/2019 18:50:10,Dog,Clifford,Cliff,6,Lab mix
7/21/2019 18:50:12,Dog,Coco,Coco Bear,7,Morkie (Maltese/Yorkie)
7/21/2019 18:50:16,Dog,Charlie,Charlie,8,Pitbull
7/21/2019 18:50:21,Dog,Mojo,Moj,5,Chiweenie
7/21/2019 18:50:40,Dog,Hank,Hank,2,Boxer mix 
7/21/2019 18:51:12,Dog,Sebastian,Fritz,15,Italian greyhound and jack russell 
7/21/2019 18:52:13,Dog,Hank,Hanky,2,Yellow lab
7/21/2019 18:52:28,Dog,Ella,Ells Bells,14.5,Cocker Spaniel
7/21/2019 18:52:30,Dog,Frappuccino,Frappie,7,Labradoodle
7/21/2019 18:52:41,Dog,Gracie,Grace,12,Shih Tzu
7/21/2019 18:52:57,Dog,Phoebe,Phoebe,2,Goldendoodle
7/21/2019 18:53:04,Dog,Uma Strawn McGuire,Uma,4,Golden mix 
7/21/2019 18:53:06,Dog,Buster,Boop squared,13ish,Terrierist
7/21/2019 18:53:22,Dog,Eva Marie,Eva,3,Chihuahua 
7/21/2019 18:53:30,Dog,Mia Hamm,Mia,11,Golden Retriever
7/21/2019 18:53:38,Dog,alia atreides,allie,5,Mutt
7/21/2019 18:54:32,Dog,lexie,lex,10 months,Golden Retriever
7/21/2019 18:54:44,Dog,Bernard,Bernard ,5,Boxer
7/21/2019 18:55:10,Dog,Myles - his roman name is Squirtacus Mylonius,Myles,10,Cockapoo
7/21/2019 18:55:29,Dog,Millie,Millie,9.5,Shepherd mix
7/21/2019 18:55:43,Dog,Bodhi,Bo,6,Golden Retriever
7/21/2019 18:55:55,Dog,Mooch,Mooch,9,Terrier mix
7/21/2019 18:55:56,Dog,Piper,Pipes,4,Woodle (wheaton terrier/poodle)
7/21/2019 18:56:07,Dog,Charles,Charlie,10,Corgi
7/21/2019 18:56:19,Dog,Willow,Willow,3,Sheepadoodle
7/21/2019 18:56:29,Dog,Glamis Schedule K1,Kona,5,Golden Retriever
7/21/2019 18:56:50,Dog,Bandit Raye,Bandi,12,Farm dog
7/21/2019 18:57:28,Dog,Anderson,Andy,12,Lab mix
7/21/2019 18:58:08,Dog,Mars Harambe,Pickle,3,Catahoula mix
7/21/2019 18:58:15,Dog,Claudio Atlas Wolfric,Claudio ,8,Dachshund 
7/21/2019 18:58:43,Dog,Lawson H Dog,Hogan,16,Briard
7/21/2019 19:00:08,Dog,Tucker,Tucker,1,Bully mix
,,, dude,,
,,, bud ,,
7/21/2019 19:00:49,Dog,Ames,Ames,5,Husky
7/21/2019 19:01:03,Dog,Franc,Franc,4 months,Mastiff cross
7/21/2019 19:02:05,Dog,Oliver Jackson ,Oliver/Baby/Little Man,5 1/2 years,Morkie
7/21/2019 19:02:07,Dog,Dolly Doodle Dogger,Dolly,6,Labradoodle
7/21/2019 19:02:32,Dog,Cassie,Cassie,5,Mixed Breed
7/21/2019 19:02:46,Dog,Logan,Logan brogran,Two,Rhodesian Ridgeback 
7/21/2019 19:02:46,Dog,Basil,Basil,7,Lab/German Shepard mix
7/21/2019 19:02:53,Dog,Marble,Marble,5,Plott/Coonhound mix
7/21/2019 19:03:05,Dog,Hollie,Hollie,14,Westie
7/21/2019 19:03:15,Dog,Cash Money,Cashie,2,Labrador Retriever
7/21/2019 19:03:29,Dog,Seamus,Shamie Bameee,11,Rhodesian Ridgeback 
7/21/2019 19:03:50,Dog,Nash,Nash,2,Labrador Retriever
7/21/2019 19:04:11,Dog,Sian Ben Ryan,Sian or Sisi,14,Westie
7/21/2019 19:04:22,Dog,Bear 2,Bear,7.5,Retriever Mix
7/21/2019 19:05:01,Dog,Charles Barrath McIntyre,Barry,6,Basset Hound
7/21/2019 19:05:33,Dog,Margeurite Larioux Gonzales,Maggie,6,Chihuahua-Lab
7/21/2019 19:05:38,Dog,Rusty,Rusty,2,Fox red lab
7/21/2019 19:05:51,Dog,Starfire,Star,15,Maltese poodle
7/21/2019 19:05:52,Dog,Nova,Nova,2-3,Mixed Breed
,,,,, papillon
,,,,,Chihuahua 
,,,,,Cavalier
7/21/2019 19:05:53,Dog,Dinty,The Dint,5ish,Terrier mix
7/21/2019 19:06:28,Dog,Kadie Jo,Kadie Jo,6,Labrador Retriever
7/21/2019 19:07:26,Dog,Daisy Duke,Daisy ,4,Siberian husky/Brittany spaniel cross
7/21/2019 19:08:23,Dog,Sunny Sunday Sky,Sunny,15.5 years,Beagle
7/21/2019 19:08:54,Dog,Bailey,Bailey ,3,Border collie mix
7/21/2019 19:09:49,Dog,Bosco Spaghettio,Bosco,9,Border collie mix
7/21/2019 19:10:04,Dog,Tansei,Duffus,7,Shiba Inu
7/21/2019 19:11:28,Dog,Molly,Molly,16,Golden Retriever
7/21/2019 19:11:29,Dog,Duke Dukington,Duka,3,Chihuahua mix
7/21/2019 19:12:21,Dog,Prince Phillip the 2nd,Phillip,12,West Highland White Terrier
,,, Daddy-o,,
7/21/2019 19:13:28,Dog,Petey,Petey poopoo head,11,West Highland White Terrier
7/21/2019 19:13:57,Dog,President Nixon ,Nixy ,8,Mixed Breed
7/21/2019 19:14:02,Dog,Daisy Doodle Fat Kid with Butt Spots,Daisy ,4,Hound x
7/21/2019 19:14:07,Dog,Benry of Willowbrook,Benry,8,Golden Retriever
7/21/2019 19:14:44,Dog,Qoda,Qoda,2,Golden Retriever
,,,,5,
7/21/2019 19:15:16,Dog,Ziggy Starsog,Zig,1.5,Hound x
7/21/2019 19:15:17,Dog,Samuel Labrador,Sam,13,Labrador
7/21/2019 19:17:41,Dog,Bentley Boy,Bentley,13,Shih tzu/Bichon 
7/21/2019 19:17:43,Dog,Taco Belle ,Taco,So so old,Taco
7/21/2019 19:17:43,Dog,Pluto,Pluto,Deceased,Golden Retriever
7/21/2019 19:18:55,Dog,Toby,Toby,6,beagle mix
7/21/2019 19:19:07,Dog,Harlee ,Harlee,3,Anatolian Shepherd
7/21/2019 19:20:34,Dog,Nessa,Nessa,1,Golden Retriever
7/21/2019 19:21:18,Dog,Biscuit Bandit ,Bandit,3,Labrador
7/21/2019 19:21:30,Dog,The Real Slim Sadie ,Sadie ,1.5,Golden Retriever
7/21/2019 19:21:30,Dog,Quincy Sugarplum,Quincy ,3,Golden Retriever
7/21/2019 19:21:52,Dog,Skipper Doo,Skip,4,Yorkie 
7/21/2019 19:21:59,Dog,Sam Ruffalo,Sam,6,Golden Retriever/Lab Mix
7/21/2019 19:22:05,Dog,Brutus Buckeye,Brutus ,Just passed away at age 11,Golden Retriever
7/21/2019 19:22:49,Dog,crespo ,crespo or baby ðŸ˜‚,12,Shih Tzu mix 
7/21/2019 19:22:58,Dog,Rossignol,Rozzie,Dead,Siberian Husky
7/21/2019 19:23:55,Dog,Pepper,Pepper,4,Mixed Breed
7/21/2019 19:24:04,Dog,Amaya,Maya,6,Siberian Husky
7/21/2019 19:25:15,Dog,Tiger ,Tiger,12,
7/21/2019 19:25:27,Dog,Bonnie,Bonnie,8,Westie
7/21/2019 19:26:21,Dog,Abby,abby,11,Cavalier King Charles Spaniel 
7/21/2019 19:26:49,Dog,Cooper,Coop,7,Labrador
7/21/2019 19:27:37,Dog,Chase,Chase,3,Husky mix
7/21/2019 19:27:52,Dog,Riley Jenkins,Riley,18 months,Golden Retriever
7/21/2019 19:27:52,Dog,Montgomery T Dog ,Monty,2,Dalmatian labrador Cross 
,,, monkey,,
,,, monkeyrunk,,
,,, ,,
7/21/2019 19:28:36,Dog,Nana Roo,Nana,5,German Shepherd
7/21/2019 19:29:31,Dog,Callie,Cal Gal (the golden),3,Golden Retriever
7/21/2019 19:29:31,Dog,Rocco Norbert,Rocco,10,Golden Retriever / Chow
7/21/2019 19:29:34,Dog,Jack,Jack,3,Terrier something or other
7/21/2019 19:29:52,Dog,Ted,Ted,6 months,Welsh Terrier
7/21/2019 19:30:01,Dog,Jaida Lynn,Jaida,12,Black lab / terrier
7/21/2019 19:30:39,Dog,Daisy Lulu,Daisy,9,Toy Poodle
7/21/2019 19:32:21,Dog,Titus ,Titus ,7,Labrador
7/21/2019 19:32:40,Dog,Cookie Asparagus ,Cookie,11,Chihuahua Jack Russell Terrier
7/21/2019 19:32:42,Dog,Tessa Leigh,Tessa,11,Labradoodle
7/21/2019 19:32:49,Dog,Ali,Ali,5,Greyhound
7/21/2019 19:32:56,Dog,Daisy,Daisy/Dandelion,4,Lab mix
7/21/2019 19:33:02,Dog,Lucky,Luck luck ,5,Labrador
7/21/2019 19:33:23,Dog,Harper Jean,Harper Jean,1.5,German Shepherd mix
7/21/2019 19:33:49,Dog,Max-well,Max,Six,Golden Retriever
7/21/2019 19:33:53,Dog,Mica,Mica,6,Lab mix
7/21/2019 19:35:43,Dog,Sylvester Balboa,Sly,6,Golden Retriever
7/21/2019 19:35:56,Dog,Mia Roo ,Mia,11,Australian Shepherd
7/21/2019 19:36:15,Dog,Casper Tiberus,Casp,4,Mixed Breed
7/21/2019 19:36:16,Dog,Chummy,Chumbles,5,Labradoodle
7/21/2019 19:36:33,Dog,Luna Bean ,Luna,7,Italian greyhound x chihuahua
7/21/2019 19:37:07,Dog,Sofie Tooter Scooter ,Sofie,7,Chihuahua 
7/21/2019 19:37:17,Dog,Mojo,Mojo,5,Labradoodle
7/21/2019 19:37:27,Dog,Grace,Grace,1 year,Mixed Breed
7/21/2019 19:37:43,Dog,Frankie,Frankie,1,Mixed Breed
7/21/2019 19:37:53,Dog,Osa,Osa,9,Akita husky mix 
7/21/2019 19:37:58,Dog,Dixie,Dixie,12 or 13,Pitbull mix
7/21/2019 19:38:15,Dog,Nina,Nina,7,West Highland White Terrier
7/21/2019 19:39:10,Dog,Rachel,Rachel ,8,Schnauzer 
7/21/2019 19:40:12,Dog,Piper,Piper,9,Labrador Retriever
7/21/2019 19:40:14,Dog,Bella,Belly,10,Yorkie 
7/21/2019 19:40:20,Dog,Queen Khaleesi,Queenie,12,Mountain Dog mix
7/21/2019 19:40:55,Dog,Bridget ,Bridgy,15,Mutt
,,, Pookie bridge ,,
7/21/2019 19:40:59,Dog,Bodacious ,Bodie,14,Black Labrador Retriever
7/21/2019 19:41:22,Dog,Mama Rose,Rosie ,7,Pitbull
7/21/2019 19:41:25,Dog,Augustus,Gus,Almost 8 ,Golden Retriever
7/21/2019 19:42:53,Dog,Tater,Tater,3 months,Labrador & great pieraneese
7/21/2019 19:43:16,Dog,Beverly Ann,Beverlana,13,Golden Retriever
7/21/2019 19:43:41,Dog,Cora Smalls,Cora,3,Havanese 
7/21/2019 19:43:41,Dog,Jasper,Jasper,16,dalmation/beagle
7/21/2019 19:43:50,Dog,Caleb, caliber ,1.5,Blue Tick Coon Hound
7/21/2019 19:44:11,Dog,Tonka,Tonks,8,Newfoundland
,,, Tonkers,,
,,, Sir Tail,,
7/21/2019 19:45:14,Dog,Hank,Baby,2,Boxer
7/21/2019 19:45:27,Dog,Brandy,Puddin,5,Lab/pitbull mix
7/21/2019 19:45:55,Dog,Sir Squeaksalot the Second,Twoie,9,Chinese Crested Powder Ouff
7/21/2019 19:48:11,Dog,Colby Jack,Jack,5,German Shepherd
7/21/2019 19:48:15,Dog,Cooper,Coop,6 weeks (is coming home in 2 weeks!),Labradoodle
7/21/2019 19:48:27,Dog,Murphy,Murph,1,Goldendoodle
7/21/2019 19:49:36,Dog,Phineas,,7,irish soft-coated wheaten terrier
7/21/2019 19:49:40,Dog,Peach,Peach,2,Mixed Breed
7/21/2019 19:49:55,Dog,moose alexander,moose,8 months,Maltipoo
7/21/2019 19:50:57,Dog,Ruby,Ruebs,6,Rhodesian Ridgeback 
7/21/2019 19:51:44,Dog,Ruby,Ruby,4,Labrador Retriever
7/21/2019 19:52:21,Dog,Min Ottende Bold,Otte,9,Black Lab
7/21/2019 19:53:19,Dog,Min fine Nimina Beana,Mina,6,Yellow Labrador 
7/21/2019 19:53:31,Dog,Lucy,Lu,3,Great Pyrenees 
7/21/2019 19:54:23,Dog,lucy lu,luey,4,Basset Hound
7/21/2019 19:54:58,Dog,Katniss Underfoot,Katniss,9,Pit bull ish
7/21/2019 19:56:27,Dog,Sadie,Sayd,13,Border Collie
7/21/2019 19:56:30,Dog,Coco  Chanel mademoiselle ,Coco,5,Golden Retriever
7/21/2019 19:56:48,Dog,Maggie,Mags,8,Border Collie
7/21/2019 19:58:07,Dog,Gunner baker,Gunner ,12,Labrador
7/21/2019 19:58:49,Dog,April in Paris ,Paris ,6,Golden Retriever
7/21/2019 19:59:55,Dog,Felix,Felix,2,
7/21/2019 20:00:01,Dog,Woodruff,Woody,10,Saint Bernard/Cocker Spaniel
7/21/2019 20:01:12,Dog,Kitty take your gloves off,Reba ,8,Golden Retriever
7/21/2019 20:02:25,Dog,Mulligan,Mull,12,Golden
7/21/2019 20:02:32,Dog,Loki,Loki aka goof ball ,8 months,Golden Retriever
7/21/2019 20:03:26,Dog,Okemo,Okemo,8,Australian Cattle Dog
7/21/2019 20:03:29,Dog,Beau,Beau,1 1/2,Golden retriever mix
7/21/2019 20:04:33,Dog,Zack attack,Zack,10,Golden Retriever
7/21/2019 20:05:02,Dog,Kendall,Kendall,4,Hound lab mix
7/21/2019 20:05:13,Dog,Bailey,Bailey,1,Lab/pointer
7/21/2019 20:05:26,Dog,Ranger,Ranger,11,German Shepherd/Husky
7/21/2019 20:05:28,Dog,Dan,Dan,12,Basenji Mix
7/21/2019 20:05:32,Dog,Sir Maximillion of Binghamton,Max,10,Golden Retriever
7/21/2019 20:05:35,Dog,Freya,Freya,3,Pointer/sharpei
7/21/2019 20:05:57,Dog,Jackson,Jax,14,Golden mix 
7/21/2019 20:06:09,Dog,Kurama,Kdog,3,
7/21/2019 20:06:13,Dog,Luchik,Luchik or Luci,5,White German Shepherd-Husky
7/21/2019 20:06:24,Dog,Pippi Hyde,Pippi,11,Cocker Spaniel
7/21/2019 20:06:50,Dog,Pearly,Pearl,5.5,Husky mix
7/21/2019 20:07:18,Dog,Walter,Walty,Six,Spaniel Mix
7/21/2019 20:07:49,Dog,Buddy of Bailey's Irish Cream,Buddy,11,Black Lab
7/21/2019 20:08:05,Dog,Belle,Belle,15,Golden Retriever
7/21/2019 20:08:26,Dog,Zoe Marie,Zoe,6,German Shepherd mix
7/21/2019 20:08:48,Dog,Wilson,Wilson,4,Lab mix
7/21/2019 20:09:30,Dog,Reesie ,Reesie,14,Yorkshire Terrier
7/21/2019 20:10:08,Dog,Bocephus Ray,Bo,6,German Shepherd mix
7/21/2019 20:10:18,Dog,Gunner,Gunny,5,Yellow lab
7/21/2019 20:10:24,Dog,Stella,Stella,12,Daschund mix
7/21/2019 20:10:25,Dog,Bailey's Irish Cream,Bailey,13 (crossed rainbow bridge 2016),"""Black Golden Retriever"" (GR/choc lab)"
7/21/2019 20:10:54,Dog,Poppy,Pops,16,Jack Russell
7/21/2019 20:11:13,Dog,Nina,Beans,12 1/2,Flat Coated Retriever 
7/21/2019 20:14:02,Dog,Charlotte,Char,4,Beagle/Jack Russel
7/21/2019 20:14:02,Dog,Ms. Cuddles,Cuddles,13.75,"""Chiffon"" (Shih Tzu/Brussels Griffon)"
7/21/2019 20:14:29,Dog,Wayne Rooney,Roo,13,Border Collie
7/21/2019 20:14:34,Dog,Snack,Snack,2,Rottweiler/cocker spaniel mix
7/21/2019 20:15:54,Dog,Hazel,Zelly,3,Golden Retriever
,,, ZZ,,
,,, Hayzelly,,
7/21/2019 20:15:57,Dog,Luna Calamity Barnes,Luna,9,Mutt
7/21/2019 20:16:19,Dog,Hiro Barnes,Hiro,5,Mutt
7/21/2019 20:16:33,Dog,Ramsey,Ramsey,4 months,Labrador
7/21/2019 20:16:33,Dog,Stella Diane,Stella,6,Havanese type mix 
7/21/2019 20:16:55,Dog,Trigger ,Trig,4,Labrador Retriever
7/21/2019 20:18:31,Dog,HÃ©loÃ¯se,HÃ©loÃ¯se ,9-11 (est.),Papillon mix
7/21/2019 20:19:47,Dog,Scout McGee,Scout,12,Spitz
7/21/2019 20:20:22,Dog,Milo,Milo,2,Golden Retriever
7/21/2019 20:20:34,Dog,Kolbie,Kolbie,10,Beagle
7/21/2019 20:20:52,Dog,Rhyannon's Princess Nikita,Nikki,10.5,Siberian Husky
7/21/2019 20:22:18,Dog,Malcolm P. Dog,Malcolm,17,Mix/mutt/disaster
7/21/2019 20:23:14,Dog,Maxwell T. Bone,Max (Alias: BrownDog),11,Chocolate lab
7/21/2019 20:24:32,Dog,Indy,Indy,8,Poodle/beagle
7/21/2019 20:24:39,Dog,Cody Fluffball,Cody ,11,Golden Retriever
7/21/2019 20:24:59,Dog,Fudge,Fudgie ,6,Pug/beagle mix
7/21/2019 20:25:32,Dog,Mia,Mia,13,Golden Retriever
7/21/2019 20:27:06,Dog,Megan Gabriela Ortega,Moo,11,Boxer
7/21/2019 20:27:12,Dog,Bel,Bel,7,Cocker Spaniel
7/21/2019 20:27:23,Dog,Artie,Artie Party,14,Golden Retriever
7/21/2019 20:27:35,Dog,Snickers,Snickers,9,beagle/german shepherd mix
7/21/2019 20:27:46,Dog,Blue,Blue,7,Blue heeler mix
7/21/2019 20:28:14,Dog,Wally,WaWa,2,Golden retriever mix
7/21/2019 20:28:28,Dog,Copper,Copper,10,Chihuahua mix
7/21/2019 20:31:32,Dog,Juliet,Jules,2,Pitbull
7/21/2019 20:32:07,Dog,Dasher,Dash,8,Spanador
7/21/2019 20:32:18,Dog,Grace,Gracie,5,Labrador Retriever
7/21/2019 20:32:35,Dog,Ruby,Ruby,12,Mutt
7/21/2019 20:32:50,Dog,Levi,Lee,6,Australian Shepherd
7/21/2019 20:33:34,Dog,Elle Loki Bean,Bellie,1,Boxer mix 
7/21/2019 20:34:20,Dog,Dorthea Dix,Doge,5,Golden Retriever
7/21/2019 20:34:21,Dog,Layla Bo Peep,Layla,4 months,Puggle
7/21/2019 20:34:39,Dog,Rocky,Rocky ,12,Beagle mutt 
7/21/2019 20:35:10,Dog,Tillith,Tilly/TillBear,8,Hound mix
7/21/2019 20:36:01,Dog,Rollo,Rollo,3.5,Yellow lab
7/21/2019 20:37:12,Dog,Nisku,Nisku,2,German Shepherd mix
7/21/2019 20:37:54,Dog,Sadie Jo,Sadie or Tato,5,Yellow Labrador Retriever
7/21/2019 20:38:06,Dog,Lady,lady,9,Bernese Mountain Dog
7/21/2019 20:38:20,Dog,Sammy Q,Sam,10 years,Golden retriever mix
7/21/2019 20:40:56,Dog,Oliver Phish,Oliver,2,Pitbull mix
7/21/2019 20:41:12,Dog,Cleopatra,cleo,6,Italian mastiff
7/21/2019 20:41:18,Dog,Birdie,Birdir,1,Labradoodle
7/21/2019 20:41:58,Dog,Murphy,Murph,7 mo,Golden Retriever
7/21/2019 20:42:36,Dog,Ryder,Ryder,14,Yellow lab mix
7/21/2019 20:42:55,Dog,Talani Snowmageddon ,Milo,4.5 mos,Golden Retriever
7/21/2019 20:42:57,Dog,Winnie the Blue,Winnie,11 months,Pitbull
7/21/2019 20:43:32,Dog,Scarlett,Scarlett,3 months,Cavalier King Charles Spaniel 
7/21/2019 20:43:35,Dog,Gus,Gus,11 years,Golden Retriever
7/21/2019 20:43:20,Dog,Dixie Marie,Dixie,8,St. Bernard
7/21/2019 20:43:40,Dog,Heidi,Heidi,2,St. Bernard
7/21/2019 20:44:00,Dog,Phin,Phin,2,St. Bernard
7/21/2019 20:44:19,Dog,Jager,Jager,12 years,Labrador Retriever
7/21/2019 20:45:09,Dog,Brown Bear,Bear,7,
7/21/2019 20:45:48,Dog,Lucy,Lucy,4,Golden Retriever
7/21/2019 20:46:36,Dog,Kahlua ,Chicky-chix,10monthd,Mutt
7/21/2019 20:47:04,Dog,Baylei,Stinky,1 year,Silver lab
7/21/2019 20:47:20,Dog,Baylei,Stinky,1 year,Silver lab
7/21/2019 20:48:03,Dog,Rocky,Rocky,5,Pitbull/lab mix
7/21/2019 20:48:26,Dog,Abigail,Abby,4,Pitbull
7/21/2019 20:48:36,Dog,Kira ,Kira/Squishy ,15,Beagle
7/21/2019 20:48:40,Dog,Sammy,Sam sam,6,Golden Retriever/Lab Mix
7/21/2019 20:49:40,Dog,Piper Marie,Piper,4,Newfoundland mix
7/21/2019 20:50:02,Dog,Charlene ,Charlie,12,Lab mix
7/21/2019 20:52:02,Dog,Thor Mighty God of Thunder,Thor,9,Dachshund mix 
7/21/2019 20:52:26,Dog,Cody Anne,Cody,2 years,Golden Retriever
7/21/2019 20:52:50,Dog,Tessa,Tessa,11,German Shepherd Dog
7/21/2019 20:55:21,Dog,Lily,Lily,10,Shepherd chow mix
7/21/2019 20:55:28,Dog,Butters,Butters,9,Shepherd mix
7/21/2019 20:55:56,Dog,Marigold,Marigold,8,Heinz 57 mutt
7/21/2019 20:55:56,Dog,Prince Romeo,Romey,8,Miniature Pinscher
7/21/2019 20:58:04,Dog,Snickers the First,Snickers,6,YorkiePoo
,, Head Woofer,,,
7/21/2019 20:58:54,Dog,Lucky,Lucky,3,Lab/blue heeler/mixed breed
7/21/2019 20:59:08,Dog,Ares,Ares,8,Olde English Bulldog
